EmpID,FirstName,LastName,StartDate,ExitDate,Title,BusinessUnit,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,TerminationType,TerminationDescription,DepartmentType,Division,DOB,State,JobFunctionDescription,GenderCode,Performance Score,Current Employee Rating,Survey Date,Engagement Score,Satisfaction Score,Work-Life Balance Score,Training Date,Training Program Name,Training Type,Training Outcome,Location,Trainer,Training Duration(Days),Training Cost
1972,Joe,Smith,04-Dec-21,07-Jan-22,Production Technician II,EW,Active,Contract,Zone A,Temporary,Involuntary,Its card benefit dream bring.,Production       ,Field Operations,23-01-1996,MA,Laborer,Male,Fully Meets,3,15-03-2023,2,2,3,26-Apr-23,Leadership Development,External,Incomplete,Powellside,Matthew Watson,4,349.48
1973,Lisa,Lunquist,14-Nov-19,,Production Technician II,BPC,Active,Full-Time,Zone B,Full-Time,Unk,,Production       ,General - Con,10-10-1991,MA,Laborer,Female,Fully Meets,3,30-08-2022,4,2,3,01-Apr-23,Communication Skills,External,Failed,Geraldchester,Roy Juarez,1,596.48
1974,Jene'ya,Darson,14-Apr-21,,Production Technician I,NEL,Active,Part-Time,Zone A,Temporary,Unk,,Production       ,Aerial,29-12-1968,MA,Supervisor,Female,Fully Meets,3,17-01-2023,4,1,3,08-Oct-22,Project Management,Internal,Incomplete,Port Billy,Jean Lee,2,677.45
1975,Hunter,Cannon,14-Apr-19,,Production Technician I,SVG,Active,Contract,Zone A,Temporary,Unk,,Production       ,Project Management - Con,31-10-1941,MA,Manager,Female,Fully Meets,3,24-03-2023,4,4,3,12-Mar-23,Customer Service,Internal,Failed,Granttown,Mark Lam,5,664.61
1976,Jon,Lynn,09-Jan-21,,Production Technician I,EW,Active,Full-Time,Zone C,Full-Time,Unk,,Production       ,Finance & Accounting,16-02-1945,MA,Administration,Female,Fully Meets,3,25-04-2023,1,5,1,16-Nov-22,Communication Skills,External,Completed,West Paul,Pamela Sanchez,5,405.13
1977,Paxton,Clarke,26-Dec-22,04-Jul-23,Production Technician I,MSC,Voluntarily Terminated,Contract,Zone B,Full-Time,Voluntary,Before room than city she.,Production       ,Field Operations,22-09-1952,MA,Technician,Female,Fully Meets,3,18-03-2023,2,5,4,26-May-23,Leadership Development,Internal,Incomplete,Port Austin,Heather Tucker,5,781.27
1978,Lillian,Hines,05-Oct-21,02-Jul-23,Production Technician I,TNS,Voluntarily Terminated,Full-Time,Zone B,Part-Time,Voluntary,Economy choice authority responsibility.,Production       ,Finance & Accounting,22-12-1976,MA,Administration,Female,Fully Meets,3,08-06-2023,3,5,1,18-Jan-23,Leadership Development,Internal,Failed,Jerryborough,Monica Shaw,5,983.61
1979,Liam,Snow,25-Sep-22,27-Mar-23,Production Technician I,PYZ,Active,Part-Time,Zone B,Temporary,Voluntary,Let create wind fast gun heavy cold.,Production       ,Engineers,25-03-1972,MA,Engineer,Female,Fully Meets,3,17-07-2023,1,4,5,19-May-23,Communication Skills,Internal,Failed,Torresmouth,Matthew Carter,1,656.46
1980,Arianna,Horton,10-Nov-21,,Production Technician I,WBL,Active,Part-Time,Zone C,Full-Time,Unk,,Production       ,General - Con,16-06-1990,MA,Manager,Female,Fully Meets,3,17-05-2023,5,4,5,25-Mar-23,Project Management,External,Failed,Port Mariah,Terry Russell,1,446.07
1981,Ayanna,Short,08-Apr-21,16-Jul-23,Production Technician I,NEL,Active,Contract,Zone A,Temporary,Involuntary,Prevent involve hundred price.,Production       ,General - Con,14-11-1993,MA,Foreman,Male,Fully Meets,3,23-03-2023,5,4,3,10-Aug-22,Leadership Development,Internal,Passed,Harmonmouth,James Gross,1,676.42
1982,Steve,Charles,14-Nov-18,,Production Technician I,PL,Active,Full-Time,Zone C,Temporary,Unk,,Production       ,General - Sga,24-05-1980,MA,Manager,Female,Fully Meets,3,24-06-2023,3,5,5,29-Jan-23,Leadership Development,Internal,Passed,West Aaron,Tammy Jarvis,5,861.83
1983,Ricardo,Bruce,14-Mar-20,22-Oct-22,Production Technician I,BPC,Active,Part-Time,Zone C,Full-Time,Resignation,Hold left direction. Ahead investment she.,Production       ,General - Con,26-11-1956,MA,Laborer,Female,Fully Meets,3,16-08-2022,2,5,1,28-Dec-22,Customer Service,Internal,Failed,East William,Shelly Baker,5,769.23
1984,Laura,Gutierrez,24-Jun-20,,Production Technician I,CCDR,Active,Full-Time,Zone B,Temporary,Unk,,Production       ,Catv,11-02-1948,MA,Splicer,Female,Fully Meets,3,07-08-2022,5,2,2,18-Aug-22,Leadership Development,Internal,Failed,Devinfurt,Brenda Rice,4,983.02
1985,Braxton,Rojas,19-Mar-23,04-Apr-23,Production Technician I,SVG,Active,Contract,Zone B,Temporary,Resignation,Race least white while real huge.,Production       ,General - Con,09-11-1963,MA,Lineman,Female,Fully Meets,3,04-03-2023,5,5,2,28-Sep-22,Communication Skills,Internal,Incomplete,Sheltonborough,Benjamin Arnold,3,474.95
1986,Sage,Mercer,15-Aug-22,,Production Technician I,EW,Active,Contract,Zone C,Full-Time,Unk,,Production       ,Executive,18-02-1949,MA,Director,Female,Fully Meets,3,17-09-2022,1,4,2,21-Feb-23,Communication Skills,Internal,Failed,Laurenton,Jon Roberts,3,800.81
1987,Chase,Horn,09-Nov-18,,Production Technician I,MSC,Active,Full-Time,Zone C,Part-Time,Unk,,Production       ,General - Sga,27-05-1967,MA,Administrator,Female,Fully Meets,3,18-07-2023,5,1,3,27-Jun-23,Communication Skills,Internal,Failed,West Taratown,Jamie Mays,2,844.93
1988,Juliana,Dyer,23-Nov-18,19-Aug-19,Production Technician I,TNS,Active,Contract,Zone A,Temporary,Retirement,Seven president one. Wind education reveal old.,Production       ,Field Operations,26-10-1989,MA,Laborer,Female,Fully Meets,3,10-02-2023,1,3,5,18-May-23,Project Management,External,Completed,Andersonchester,Eric Gallegos,4,903.8
1989,Alec,Stephens,25-Feb-20,,Production Technician II,PL,Active,Full-Time,Zone A,Temporary,Unk,,Production       ,Field Operations,14-06-2000,MA,Groundman,Female,Fully Meets,3,04-05-2023,4,2,5,04-Dec-22,Leadership Development,External,Incomplete,Cookview,Karen Fox,4,329.3
1990,Adriana,Weber,16-May-20,18-May-22,Production Technician II,BPC,Active,Full-Time,Zone C,Temporary,Resignation,To prevent method stand decision.,Production       ,Field Operations,18-09-1947,MA,Laborer,Female,Fully Meets,3,31-08-2022,3,1,1,18-Sep-22,Leadership Development,Internal,Incomplete,Mccarthyhaven,Anthony Silva,1,332.51
1991,Lola,Hensley,18-Jun-19,05-Jul-23,Production Technician II,CCDR,Active,Contract,Zone B,Temporary,Involuntary,Best candidate this seem soldier summer.,Production       ,General - Con,01-01-1949,MA,Technician,Female,Fully Meets,3,26-01-2023,2,1,3,24-Jan-23,Technical Skills,External,Failed,Allenhaven,Misty Trevino,2,643.63
1992,Shamar,Delgado,20-May-19,30-Mar-21,Production Technician II,SVG,Active,Contract,Zone A,Part-Time,Involuntary,Create who sound worry ground.,Production       ,General - Con,25-02-1950,MA,Laborer,Female,Fully Meets,3,06-02-2023,4,3,3,11-Sep-22,Communication Skills,Internal,Failed,North Samuelview,Christopher Bailey,2,827.05
1993,Emmanuel,Huang,16-Oct-20,12-Feb-21,Production Technician II,EW,Active,Full-Time,Zone A,Full-Time,Voluntary,Stuff oil customer fact billion there.,Production       ,Field Operations,21-07-1972,MA,Technician,Female,Fully Meets,3,10-12-2022,5,2,4,02-May-23,Customer Service,External,Failed,North Andrew,Vincent Wang,3,995.42
1994,Brenna,Decker,01-Jul-22,03-Nov-22,Production Technician II,MSC,Active,Full-Time,Zone A,Full-Time,Voluntary,Party course morning also blue.,Production       ,General - Con,29-12-1988,MA,Lineman,Female,Fully Meets,3,04-10-2022,5,5,1,20-Apr-23,Technical Skills,External,Passed,Martinchester,Laurie Bird,4,360.61
1995,Averie,Wolfe,17-Dec-22,,Production Technician II,TNS,Active,Contract,Zone A,Full-Time,Unk,,Production       ,Field Operations,06-08-1978,MA,Driller,Female,Fully Meets,3,23-04-2023,4,3,1,23-Aug-22,Communication Skills,External,Passed,East Jamie,Kathryn Higgins,3,658.54
1996,Gaige,Marsh,24-Oct-21,21-Nov-21,Production Technician II,PYZ,Active,Part-Time,Zone A,Temporary,Resignation,Win join best machine feel.,Production       ,Aerial,10-07-1992,MA,Lineman,Female,Fully Meets,3,01-08-2023,3,5,2,16-Dec-22,Communication Skills,Internal,Failed,Coxshire,Christopher Porter MD,5,250.11
1997,Karli,Ross,28-Feb-19,11-Oct-19,Production Technician II,WBL,Active,Part-Time,Zone B,Full-Time,Retirement,Tv she everybody picture budget.,Production       ,Wireline Construction,09-06-1990,MA,Project Manager,Female,Fully Meets,3,16-02-2023,3,3,2,29-Apr-23,Project Management,Internal,Failed,East Karenberg,Andrew Jones,4,819.65
1998,Amiyah,Beasley,24-Mar-22,,Production Technician II,NEL,Active,Full-Time,Zone C,Part-Time,Unk,,Production       ,General - Con,21-02-1999,MA,Laborer,Female,Fully Meets,3,07-09-2022,2,4,3,01-Dec-22,Technical Skills,Internal,Completed,East Michael,Eddie King,2,186.77
1999,Kayla,Gibbs,17-Oct-21,12-Nov-22,Production Technician II,PL,Active,Contract,Zone A,Temporary,Involuntary,Agreement cell total play relate.,Production       ,Field Operations,22-06-1943,MA,Locator,Female,Fully Meets,3,12-07-2023,3,2,2,08-May-23,Technical Skills,External,Passed,Lewisland,Erica Wilson,4,633.67
2000,Jocelyn,Jackson,13-May-22,12-Sep-22,Production Technician I,PYZ,Active,Full-Time,Zone A,Part-Time,Involuntary,Staff summer fire my game kitchen.,Production       ,General - Con,07-07-1963,MA,Flagger,Female,Fully Meets,3,25-10-2022,1,3,3,20-Mar-23,Technical Skills,Internal,Incomplete,East Erin,Jacqueline Maxwell,3,236.34
2001,Gilbert,Newman,09-Oct-19,06-Jan-23,Production Technician I,SVG,Voluntarily Terminated,Contract,Zone B,Full-Time,Resignation,Use eight hot bar board realize without.,Production       ,Yard (Material Handling),17-08-1977,MA,Coordinator,Female,Fully Meets,3,09-02-2023,5,3,5,04-May-23,Leadership Development,Internal,Incomplete,Port Valerie,Robert Ramirez,4,504.62
2002,Roberto,Rosales,12-Oct-18,21-Jul-23,Production Technician I,TNS,Voluntarily Terminated,Contract,Zone B,Temporary,Involuntary,Onto work name back goal claim reduce.,Production       ,General - Con,25-05-1990,MA,Laborer,Female,Fully Meets,3,11-03-2023,1,4,2,26-Oct-22,Project Management,External,Incomplete,Whitebury,Michael Wright,1,217.86
2003,Justice,Rhodes,13-Apr-20,28-Nov-22,Production Technician I,WBL,Voluntarily Terminated,Contract,Zone B,Part-Time,Voluntary,Number environmental next shoulder kid move away.,Production       ,Shop (Fleet),01-07-1985,MA,Welder,Female,Fully Meets,3,19-06-2023,5,5,1,12-Dec-22,Technical Skills,External,Completed,Perezview,Jose King,4,148.97
2004,Adyson,Esparza,25-Apr-21,,Production Technician I,PYZ,Active,Contract,Zone B,Full-Time,Unk,,Production       ,Engineers,05-04-2001,MA,Engineer,Female,Fully Meets,3,05-05-2023,3,3,4,27-Feb-23,Leadership Development,Internal,Completed,Taylorchester,Kathy Norris,1,628.83
2005,Laci,Baird,21-Dec-18,16-Nov-22,Production Technician I,WBL,Active,Part-Time,Zone B,Part-Time,Retirement,Point himself deep audience upon door too.,Production       ,Splicing,09-03-1947,MA,Laborer,Female,Fully Meets,3,04-11-2022,2,1,2,22-Apr-23,Leadership Development,Internal,Completed,West Danielton,Elijah Henson,2,458.78
2006,Samson,Meza,19-Sep-21,,Production Technician I,NEL,Active,Contract,Zone C,Temporary,Unk,,Production       ,Executive,23-10-1973,MA,Chief Operating Officer,Male,Fully Meets,3,21-10-2022,5,5,2,22-Dec-22,Communication Skills,External,Completed,Houstontown,Ashley Edwards,2,892.65
2007,Deacon,Bass,15-Dec-20,,Production Technician I,PL,Active,Full-Time,Zone C,Temporary,Unk,,Production       ,Splicing,05-05-1979,MA,Splicer,Female,Fully Meets,3,28-07-2023,4,1,5,28-Feb-23,Communication Skills,External,Passed,East Judyborough,Shane Quinn,1,211.17
2008,Kaila,Johnston,15-Jul-19,13-Jan-20,Production Technician I,BPC,Active,Part-Time,Zone A,Temporary,Voluntary,Follow yourself child to foot.,Production       ,Field Operations,03-09-1941,MA,Lineman,Female,Fully Meets,3,17-03-2023,1,2,2,24-Oct-22,Project Management,External,Passed,Thomasland,Timothy Lewis,2,478.95
2009,Cayden,Maynard,17-Nov-21,,Production Technician I,CCDR,Active,Contract,Zone C,Temporary,Unk,,Production       ,Project Management - Con,01-10-1997,MA,Engineer,Female,Fully Meets,3,27-02-2023,5,2,2,20-Jan-23,Customer Service,Internal,Incomplete,Nicoleside,Gary Johnson,1,319.94
2010,Araceli,Mcguire,04-Feb-23,24-Jun-23,Production Technician I,SVG,Active,Part-Time,Zone B,Part-Time,Resignation,Food shake indicate cost happen up president.,Production       ,Catv,07-03-1949,MA,Laborer,Female,Fully Meets,3,17-02-2023,4,4,4,22-Aug-22,Communication Skills,Internal,Passed,Andrewview,Kristen Rogers,2,601.66
2011,Naomi,Hardin,03-Jul-22,12-Jul-22,Production Technician I,EW,Active,Contract,Zone B,Temporary,Retirement,Institution window ability miss recently around.,Production       ,Finance & Accounting,06-08-1994,MA,Clerk,Female,Fully Meets,3,27-01-2023,3,2,2,30-Apr-23,Leadership Development,Internal,Completed,Lake Jeffreyberg,Nichole Crawford,1,999.96
2012,Darnell,Eaton,24-Jan-20,14-Sep-22,Production Technician I,MSC,Active,Contract,Zone B,Full-Time,Voluntary,Billion turn account cut spring.,Production       ,General - Sga,06-06-1984,MA,Vp,Female,Fully Meets,3,26-07-2023,2,3,2,18-Sep-22,Communication Skills,External,Incomplete,New Karenberg,Lindsay Reid,2,138.67
2013,Zariah,Ritter,07-Jul-19,27-Mar-21,Production Technician I,TNS,Active,Contract,Zone A,Temporary,Voluntary,Maintain score scene attack face try wish.,Production       ,General - Con,08-04-1952,MA,Foreman,Female,Fully Meets,3,07-03-2023,4,5,4,21-Feb-23,Leadership Development,External,Failed,East Sabrinachester,Dr. Steven Walker,2,962.76
2014,Malaki,Richards,13-Mar-22,,Production Technician II,EW,Active,Part-Time,Zone B,Temporary,Unk,,Production       ,Splicing,11-11-1984,MA,Technician,Female,Fully Meets,3,07-08-2022,2,5,4,02-Mar-23,Technical Skills,External,Incomplete,Bauerland,Thomas Martinez,4,106.88
2015,Markus,Robles,02-Jun-23,,Production Technician II,MSC,Active,Part-Time,Zone B,Part-Time,Unk,,Production       ,Engineers,05-03-1992,MA,Engineer,Female,Fully Meets,3,13-08-2022,4,3,1,30-Sep-22,Leadership Development,Internal,Passed,South David,John Hobbs,1,561.89
2016,Angela,Kaufman,08-Apr-21,,Production Technician II,NEL,Active,Contract,Zone C,Full-Time,Unk,,Production       ,Field Operations,01-10-1958,MA,Lineman,Female,Fully Meets,3,31-05-2023,1,3,5,13-Sep-22,Technical Skills,Internal,Incomplete,New Stephanie,Robert Nelson,5,775.52
2017,Shaniya,Wolfe,02-Dec-19,,Production Technician II,PL,Active,Full-Time,Zone B,Part-Time,Unk,,Production       ,Aerial,17-04-1971,MA,Laborer,Female,Fully Meets,3,11-07-2023,2,5,4,03-Dec-22,Communication Skills,External,Incomplete,Michaelhaven,Heidi Chavez,4,397.01
2018,Anya,Morton,09-Mar-22,18-May-23,Production Technician II,PYZ,Active,Contract,Zone C,Temporary,Retirement,Various various decide per clear miss.,Production       ,Yard (Material Handling),27-01-1986,MA,Runner,Female,Fully Meets,3,31-10-2022,5,2,1,21-Aug-22,Customer Service,External,Incomplete,Lake Robertfort,Chris Walker,5,739.74
2019,Emery,Peck,26-Mar-22,,Production Technician II,SVG,Active,Full-Time,Zone C,Temporary,Unk,,Production       ,Field Operations,08-01-1977,MA,Laborer,Female,Fully Meets,3,21-03-2023,2,1,4,06-Oct-22,Technical Skills,External,Completed,Andreaberg,Jason Morris,2,789.2
2020,Angelique,Mathis,08-May-21,05-Aug-22,Production Technician II,TNS,Active,Part-Time,Zone A,Full-Time,Involuntary,Law safe yard market likely wife case action.,Production       ,Wireline Construction,14-02-1946,MA,Billing,Female,Fully Meets,3,28-11-2022,2,1,4,18-Aug-22,Leadership Development,Internal,Failed,West Kayla,Kevin Miller,3,428.51
2021,Marlee,Woods,29-Nov-22,,Production Technician II,WBL,Active,Part-Time,Zone A,Temporary,Unk,,Production       ,Field Operations,11-12-1955,MA,Foreman,Female,Fully Meets,3,28-08-2022,1,3,4,29-Apr-23,Project Management,External,Incomplete,New Heidi,Dominic Spencer,4,646.72
2022,Jocelyn,Valentine,24-May-19,,Production Technician II,BPC,Active,Contract,Zone B,Part-Time,Unk,,Production       ,Wireless,30-08-1941,MA,Operator,Female,Fully Meets,3,11-11-2022,5,3,5,09-Oct-22,Leadership Development,External,Incomplete,North Katherineton,Diane Carlson,3,742.84
2023,Sophie,Moran,29-Jan-22,23-Apr-22,Production Technician II,CCDR,Active,Part-Time,Zone C,Part-Time,Retirement,Leave probably series even avoid.,Production       ,General - Con,04-08-1962,MA,Foreman,Female,Fully Meets,3,10-10-2022,3,4,4,25-Nov-22,Communication Skills,External,Incomplete,Rosefort,Brooke Murray,2,894.92
2024,Yair,Snyder,06-Jul-21,14-Mar-22,Production Technician II,EW,Active,Full-Time,Zone C,Full-Time,Retirement,Range create to drive.,Production       ,Field Operations,25-03-1991,MA,Coordinator,Female,Fully Meets,3,25-10-2022,2,1,5,11-Jun-23,Communication Skills,External,Failed,North Danielview,Deborah Oliver,1,222.56
2025,Shamar,Herman,29-Jan-21,12-Feb-23,Production Technician II,MSC,Active,Part-Time,Zone C,Temporary,Resignation,Form prepare beat focus direction marriage.,Production       ,Field Operations,11-04-1975,MA,Laborer,Female,Fully Meets,3,02-05-2023,1,2,4,17-Jan-23,Technical Skills,Internal,Passed,West Cherylview,John Branch,2,699.76
2026,Ishaan,Schaefer,13-May-23,10-Jun-23,Production Technician I,SVG,Active,Contract,Zone A,Full-Time,Resignation,Deep new manage big picture.,Production       ,Field Operations,26-02-1970,MA,Locator,Female,Fully Meets,3,22-03-2023,2,4,4,08-Aug-22,Project Management,External,Incomplete,East Cole,Dorothy Gould,3,124.93
2027,Liam,Figueroa,22-May-19,,Production Technician I,EW,Active,Part-Time,Zone A,Full-Time,Unk,,Production       ,Fielders,04-08-1974,MA,Engineer,Female,Fully Meets,3,15-06-2023,3,1,3,08-Aug-22,Technical Skills,External,Incomplete,New Audrey,Mariah Jones,5,664.12
2028,Linda,Combs,30-Sep-21,14-Nov-21,Production Technician I,MSC,Voluntarily Terminated,Full-Time,Zone C,Temporary,Retirement,Half audience option safe.,Production       ,Field Operations,02-05-1981,MA,Tower Hand,Female,Fully Meets,3,01-10-2022,4,4,4,18-Feb-23,Project Management,External,Passed,North Barbaraberg,Kathleen Fletcher,2,862.82
2029,Marilyn,Moss,09-Sep-19,,Production Technician I,TNS,Active,Contract,Zone C,Full-Time,Unk,,Production       ,General - Eng,23-10-1943,MA,Billing,Female,Fully Meets,3,30-09-2022,2,5,1,14-Nov-22,Project Management,External,Passed,New Michael,Nicholas Briggs,1,813.01
2030,Yuliana,Nelson,26-Apr-19,13-May-19,Production Technician I,PYZ,Active,Full-Time,Zone B,Full-Time,Resignation,Station opportunity already agency blood answer.,Production       ,Wireline Construction,13-08-1982,MA,Operator,Female,Fully Meets,3,07-04-2023,4,1,5,28-Jul-23,Communication Skills,External,Incomplete,West Vincent,Andrew Burton,4,349.75
2031,August,Wiley,19-Feb-22,05-Apr-23,Production Technician I,WBL,Active,Full-Time,Zone C,Full-Time,Involuntary,Smile friend too now move end institution.,Production       ,Project Management - Con,16-06-1977,MA,Manager,Male,Fully Meets,3,09-02-2023,1,3,1,25-Jul-23,Technical Skills,External,Failed,Campbellhaven,Yolanda Wilson,1,244.5
2032,Lindsay,Pennington,16-Apr-22,25-Dec-22,Production Technician I,NEL,Active,Contract,Zone C,Part-Time,Retirement,Participant under home.,Production       ,Field Operations,05-11-1996,MA,Technician,Male,Fully Meets,3,02-07-2023,5,2,4,21-Nov-22,Customer Service,Internal,Completed,Erikmouth,Adrian Clark,3,873.52
2033,Nico,Villarreal,12-May-22,,Production Technician I,PL,Active,Full-Time,Zone A,Full-Time,Unk,,Production       ,General - Con,28-01-1991,MA,Laborer,Female,Fully Meets,3,10-10-2022,4,1,5,11-Mar-23,Leadership Development,External,Passed,Port Laurie,Joseph Carlson,1,358.65
2034,Jaliyah,Conway,26-Aug-21,03-Aug-23,Production Technician I,BPC,Active,Full-Time,Zone C,Part-Time,Voluntary,Manage expert such rate stand.,Production       ,Field Operations,19-01-1947,MA,Driver,Female,Fully Meets,3,30-01-2023,2,4,1,20-Jan-23,Technical Skills,Internal,Passed,Crystalchester,Arthur Soto,1,632.33
2035,Raymond,Gillespie,06-Jun-20,23-Nov-21,Production Technician I,CCDR,Active,Full-Time,Zone C,Full-Time,Retirement,Race a way theory analysis.,Production       ,Aerial,14-03-2001,MA,Lineman,Female,Fully Meets,3,11-01-2023,4,2,3,17-Feb-23,Customer Service,External,Failed,Kristenland,Mrs. Stephanie Silva,2,565.81
2036,Joey,Montes,26-Jun-22,,Production Technician I,SVG,Active,Contract,Zone A,Part-Time,Unk,,Production       ,Aerial,18-02-1942,MA,Laborer,Female,Fully Meets,3,18-03-2023,4,3,4,24-Sep-22,Communication Skills,Internal,Completed,New Erinport,Ronald Hughes,3,849.04
2037,Ian,Hester,09-Jan-21,14-May-22,Production Technician I,EW,Active,Contract,Zone C,Full-Time,Involuntary,Present trip year.,Production       ,General - Con,27-08-1945,MA,Clerk,Female,Fully Meets,3,28-01-2023,2,5,4,16-Jul-23,Leadership Development,Internal,Failed,Rachelfort,Nicholas Carter,1,519.43
2038,Weston,Rios,02-Sep-18,,Production Technician I,MSC,Active,Part-Time,Zone A,Temporary,Unk,,Production       ,Splicing,04-05-2001,MA,Foreman,Female,Fully Meets,3,18-02-2023,5,3,2,13-Aug-22,Technical Skills,Internal,Passed,Rebeccamouth,Paula Roth,2,694.03
2039,Carson,Pennington,22-Apr-22,,Production Technician I,TNS,Active,Full-Time,Zone B,Full-Time,Unk,,Production       ,Field Operations,04-10-1957,MA,Operator,Female,Fully Meets,3,06-10-2022,5,2,2,24-May-23,Customer Service,External,Incomplete,Zacharyside,Laura Meadows,1,738.69
2040,Brynlee,Crawford,05-Dec-21,26-Jun-23,Production Technician II,NEL,Future Start,Contract,Zone B,Temporary,Involuntary,Impact central buy top section.,Production       ,General - Con,04-12-1949,MA,Lineman,Female,Fully Meets,3,23-04-2023,1,2,5,22-Apr-23,Communication Skills,Internal,Passed,Port Glenn,Aaron Bowen,5,753.51
2041,Sanai,Rose,13-Sep-22,,Production Technician II,PL,Active,Part-Time,Zone C,Part-Time,Unk,,Production       ,General - Con,18-04-1997,MA,Laborer,Female,Fully Meets,3,19-06-2023,1,1,5,25-Sep-22,Technical Skills,External,Completed,West Brian,Kenneth Thompson,5,970.6
2042,Luna,Arroyo,24-Nov-19,,Production Technician II,BPC,Active,Part-Time,Zone C,Part-Time,Unk,,Production       ,General - Con,29-02-1992,MA,Technician,Female,Fully Meets,3,24-06-2023,5,2,1,14-Feb-23,Customer Service,External,Passed,Johnsonhaven,Elizabeth Elliott,1,651.4
2043,Lorelai,Hale,19-Mar-20,,Production Technician II,CCDR,Active,Contract,Zone C,Part-Time,Unk,,Production       ,Isp,21-09-1967,MA,Technician,Female,Fully Meets,3,07-06-2023,1,3,3,08-Oct-22,Project Management,Internal,Passed,Brendaville,Cody Dickson,5,809.68
2044,Darrell,Horne,14-Sep-22,,Production Technician II,SVG,Active,Contract,Zone C,Full-Time,Unk,,Production       ,Wireline Construction,20-02-1992,MA,Operator,Female,Fully Meets,3,14-11-2022,5,1,5,05-Aug-23,Customer Service,External,Passed,Joshuaville,Andrew Lee,5,570.91
2045,Itzel,Nunez,21-Sep-21,,Production Technician II,EW,Active,Part-Time,Zone A,Part-Time,Unk,,Production       ,Fielders,19-11-1976,MA,Engineer,Female,Fully Meets,3,05-06-2023,3,1,4,04-May-23,Customer Service,Internal,Incomplete,Garyview,Zachary Cole,1,852.72
2046,Serena,Lutz,22-May-20,,Production Technician II,MSC,Active,Part-Time,Zone C,Part-Time,Unk,,Production       ,Project Management - Con,26-10-1948,MA,Manager,Female,Fully Meets,3,03-03-2023,2,2,4,25-Dec-22,Technical Skills,Internal,Incomplete,North Carriefurt,Mr. Philip Sullivan,1,787.98
2047,Gwendolyn,Gray,13-Dec-22,,Production Technician II,TNS,Active,Contract,Zone A,Part-Time,Unk,,Production       ,Aerial,23-08-1966,MA,Laborer,Female,Fully Meets,3,24-08-2022,3,5,3,15-Aug-22,Technical Skills,Internal,Failed,New Amy,Margaret Padilla,1,942.72
2048,Khalil,Lee,07-Feb-22,,Production Technician II,PYZ,Active,Contract,Zone B,Part-Time,Unk,,Production       ,Aerial,06-04-1995,MA,Laborer,Female,Fully Meets,3,25-11-2022,2,5,4,02-Nov-22,Customer Service,External,Failed,Watsonview,Rodney Deleon,2,626.4
2049,Corinne,Navarro,06-Oct-20,,Production Technician II,WBL,Active,Contract,Zone A,Full-Time,Unk,,Production       ,Field Operations,07-05-1942,MA,Laborer,Female,Fully Meets,3,06-06-2023,3,1,3,28-Mar-23,Project Management,Internal,Failed,South Wayneburgh,Cheryl Middleton,4,765.68
2050,Meadow,Atkins,11-Jan-22,16-Dec-22,Production Technician II,NEL,Active,Full-Time,Zone C,Full-Time,Retirement,Top whether good.,Production       ,Wireless,03-02-1953,MA,Safety,Female,Fully Meets,3,03-04-2023,5,4,5,13-Dec-22,Communication Skills,Internal,Completed,Jasonbury,Heather Nunez,3,904.54
2051,Jaden,Charles,26-Feb-22,,Production Technician I,CCDR,Active,Part-Time,Zone C,Temporary,Unk,,Production       ,Field Operations,13-04-1999,MA,Laborer,Female,Fully Meets,3,12-08-2022,5,2,4,17-Mar-23,Project Management,Internal,Incomplete,South Cynthiafurt,Charles Robles,2,761.28
2052,Blaine,Contreras,10-Jun-20,13-Nov-22,Production Technician I,SVG,Active,Part-Time,Zone B,Part-Time,Involuntary,Mean car law read friend growth.,Production       ,Field Operations,12-05-1956,MA,Laborer,Female,Fully Meets,3,06-07-2023,1,4,4,06-Nov-22,Project Management,Internal,Completed,South William,Charles Spencer,4,507.49
2053,Kolten,Kim,27-Sep-21,,Production Technician I,EW,Active,Part-Time,Zone B,Temporary,Unk,,Production       ,Engineers,09-02-1989,MA,Engineer,Female,Fully Meets,3,23-06-2023,5,3,1,13-May-23,Leadership Development,Internal,Incomplete,Dukeborough,Kevin Carter,5,862.9
2054,Erika,Mata,25-Oct-18,15-Oct-21,Production Technician I,MSC,Active,Contract,Zone C,Temporary,Voluntary,Anyone include world claim up.,Production       ,Project Management - Con,30-12-1993,MA,Coordinator,Female,Fully Meets,3,04-02-2023,4,5,3,06-Jun-23,Leadership Development,Internal,Incomplete,Lake Carolinemouth,Tyler Cordova,4,528.18
2055,Beau,Olsen,25-Nov-20,,Production Technician I,TNS,Active,Contract,Zone A,Full-Time,Unk,,Production       ,Engineers,19-07-1989,MA,Executive,Female,Fully Meets,3,28-10-2022,5,4,2,08-Nov-22,Technical Skills,External,Passed,South Jasonchester,Austin Carlson,2,805.7
2056,Kelly,Ellis,17-Apr-20,26-Feb-22,Production Technician I,PYZ,Active,Contract,Zone A,Full-Time,Voluntary,Stock about front themselves list value.,Production       ,Field Operations,25-07-1957,MA,Laborer,Female,Fully Meets,3,12-07-2023,3,4,1,02-Feb-23,Technical Skills,External,Failed,North Fernando,Gregory Garcia,1,190.55
